[00:08] me013 | OK .
[03:46] me013 | OK .
[03:46] fn002 | Yeah .
[03:48] fn002 | to work
[03:49] me013 | And we 're OK on disk ?
"[03:52] mn007 | It 's OK , yeah . Well"
[03:53] mn007 | sometimes we have
[03:55] mn007 | some problems .
[03:56] fn002 | Some problems with the You know .
"[03:57] me013 | But they 're correctable , uh problems ."
[04:01] me013 | Yes .
"[04:02] me013 | Yeah , I 'm familiar with that one , OK ."
[04:15] me034 | Light 's on here . @ @ Yeah .
"[04:17] me013 | Uh , is it on ?"
[04:18] me013 | Well .
"[04:22] me013 | I think I won't touch anything cuz I 'm afraid of making the driver crash which it seems to do , pretty easily ."
"[04:28] me013 | OK , thanks ."
"[04:31] me013 | OK , so we 'll uh I 'll start off the uh"
[04:38] mn007 | My battery is low .
[04:45] me013 | OK .
[04:50] fn002 | @ @ batteries ?
[05:33] me013 | Transcript uh
[05:35] me006 | Carmen 's battery is d going down too .
"[05:37] me013 | Oh , OK . Yeah . Why don't you go next then ."
[06:41] me013 | OK .
"[09:19] me013 | Guess we 're done . OK , uh"
[09:24] me013 | so .
"[09:36] me013 | Yeah , so ."
[09:40] me013 | Uh
"[09:48] me013 | Well , it 's good ."
[09:52] me013 | I think I guess we can turn off our microphones now .
