[00:00] me026 | Channel one .
[06:41] me018 | if you 're gonna run over them lots of times so you don't
"[06:45] me013 | Right , so es so especially if you 're right , if you 're if you 're taking some piece of the training corpus ,"
[06:45] me018 | have to go to the network .
"[06:51] me013 | which usually resides in where Chuck is putting it all on the on the , uh , file server ,"
"[06:57] me013 | uh , then , yeah , it 's fine if it 's not backed up because if it g g gets wiped out or something , y I mean it is backed up on the other disk . So , yeah , OK ."
[07:06] me018 | Mm - hmm .
"[07:13] me018 | Uh , is this the appropriate time to talk about the disk space stuff ?"
[07:15] me013 | Sure .
"[07:16] me018 | I 've started looking at , um , disk space . Dan David , um , put a new ,"
"[07:21] me018 | um , drive onto Abbott ,"
"[07:23] me018 | that 's an X disk , which means it 's not backed up . So ,"
"[07:26] me018 | um , I 've been going through and copying"
"[07:29] me018 | data that is , you know , some kind of corpus stuff usually , that that we 've got on a CD - ROM or something ,"
[07:35] me018 | onto that new disk to free up space on other disks .
"[07:40] me018 | And , um , so far , um , I 've copied a couple of Carmen 's ,"
"[07:45] me018 | um ,"
[07:46] me018 | databases over there .
"[07:48] me018 | We haven't deleted them off of the slash - DC disk that they 're on right now in Abbott ,"
"[07:52] me018 | um ,"
"[07:57] me018 | sit down with you about some of these other ones and see if we can move them onto , um ,"
[08:02] me018 | this new disk also .
"[08:04] mn007 | Yeah , OK ."
"[08:04] me018 | There 's there 's a lot more space there , and it 'll free up more space for doing the experiments and things ."
"[08:09] me018 | So , anything that that you don't need backed up , we can put on this new disk ."
[08:22] me018 | goes wrong . So .
"[08:25] me018 | So far I 've I 've copied a couple of things , but I haven't deleted anything off of the old disk to make room yet ."
"[08:32] me018 | Um , and I haven't looked at the any of the Aurora stuff , except for the Spanish ."
[08:38] me018 | So I I guess I 'll need to get together with you and see what data we can move onto the new disk .
"[08:43] mn007 | Yeah , OK ."
"[08:47] me013 | Um , yeah , I I just an another question occurred to me is is what were you folks planning to do about normalization ?"
[08:54] me013 | Uh .
[08:56] mn007 | Um .
"[08:58] mn007 | Well , we were thinking about using this systematically for all the experiments ."
[09:03] mn007 | Um .
[09:07] mn007 | Uh .
"[09:08] mn007 | So that this could be another dimension , but we think perhaps we can use the the best , uh , um , uh , normalization scheme as OGI is using , so , with"
[09:23] mn007 | u u
"[09:32] me013 | it 's if we do anything else , we 're gonna end up having to do on - line normalization too , so we may as well just do on - line normalization ."
[09:37] mn007 | Mm - hmm .
[09:40] me013 | So .
[09:41] me013 | Um .
[09:41] me013 | So that it 's plausible for the final thing .
[09:44] me013 | Good .
[09:45] me013 | Um .
"[09:49] me013 | I maybe we 're already there , or almost there , is goals for the for next week 's meeting ."
[09:56] me013 | Uh .
[09:57] me013 | i i
[09:58] me013 | i it seems to me that
[10:00] me013 | we wanna do is flush out what you put on the board here .
[10:04] me013 | Uh .
"[10:06] me013 | You know , maybe , have it be somewhat visual ,"
"[10:09] me013 | a little bit . Uh , so w we can say what we 're doing , yeah ."
[10:10] me006 | OK .
[10:11] me006 | Like a s like a slide ?
[10:13] me006 | OK .
"[10:13] me013 | And , um , also , if you have sorted out , um ,"
"[10:20] me013 | this information about how long i roughly how long it takes to do on what and ,"
"[10:23] me013 | you know , what we can how many of these trainings , uh , uh , and testings and so forth that we can realistically do ,"
"[10:31] me013 | uh , then one of the big goals of going there next week would be to to actually settle on which of them we 're gonna do ."
"[10:40] me013 | And , uh , when we come back we can charge in and do it ."
[10:46] me013 | Um .
[10:48] me013 | Anything else that I
"[10:51] me013 | started out this this field trip started off with with , uh , Stephane talking to Hynek , so you may have you may have had other goals ,"
"[10:57] me013 | uh , for going up , and any anything else you can think of would be we should think about accomplishing ?"
"[11:02] me013 | I mean , I 'm just saying this because maybe there 's things we need to do in preparation ."
"[11:09] mn007 | Oh , I think basically , this is this is , uh , yeah ."
[11:13] me013 | OK .
[11:16] me013 | OK .
[11:18] me013 | Uh .
[11:20] me013 | Alright .
[11:21] me013 | And uh and the other the the last topic I had here
"[11:24] me013 | was , um , uh d"
"[11:37] me013 | So the question is , "" Where where could we , uh , uh , most use Dave 's help ? """
"[11:51] mn007 | Um , yeah , I was thinking perhaps if , um ,"
"[11:56] mn007 | additionally to all these experiments , which is not really research ,"
"[12:01] mn007 | well I mean it 's , uh , running programs and , um ,"
[12:02] me013 | Yeah .
[12:25] me018 | I think that would be a I think that 's a big big deal .
"[12:30] me018 | Because the you know , the thing that Sunil was talking about ,"
"[12:33] me018 | uh , with the labels ,"
"[12:35] me018 | uh ,"
[12:36] me018 | labeling the database when it got to the noisy stuff ?
[12:40] me018 | That that really throws things off .
"[12:50] me018 | What was it ? What was happening with his thing ? He was running through these models very quickly . He was getting lots of , uh ,"
[12:50] me013 | Mmm .
"[12:55] me018 | uh insertions , is what it was , in his recognitions ."
"[12:59] me013 | The only problem I mean , maybe that 's the right thing the only problem I have with it is"
[13:03] me013 | exactly the same reason why
[13:06] me013 | you thought it 'd be a good thing to do .
"[13:25] me013 | Uh , uh ."
[13:29] me013 | What an additional clever person could help with when we 're really in a crunch for time .
"[13:35] me013 | Right ? Cuz Dave 's gonna be around for a long time , right ? He 's he 's gonna be here for years ."
[13:38] fn002 | Yeah .
[13:40] mn007 | Yeah .
"[14:09] me013 | The very fact that it is sort of just work , and i and it 's running programs and so forth ,"
"[14:27] me013 | some piece that 's that 's well defined , that he could help with , he 's expressing a will willingness to do that ."
"[14:33] me018 | What about training up a , um ,"
[14:33] me013 | Uh .
[14:35] me018 | a multilingual net ?
"[14:38] fn002 | Yes , maybe to , mmm , put together the the label the labels between TIMIT and Spanish or something like that ."
[14:49] fn002 | Yes .
[14:53] fn002 | Yeah .
[14:54] mn007 | Mmm .
[14:56] mn007 | Yeah .
[15:01] me013 | Uh .
"[15:03] me013 | Yeah , that 's something that needs to be done in any event ."
[15:06] fn002 | Yeah .
"[15:10] me013 | I was arguing for , if possible , coming up with something that that really was development and wasn't research because we we 're we have a time crunch ."
"[15:20] me013 | And so , uh , if there 's something that would would save some time that someone else could do on some other piece , then we should think of that first ."
"[15:28] me013 | See the thing with voiced - unvoiced - silence is I really think that that it 's to do to do a a a a poor job is is pretty quick , uh , or , you know , a so - so job ."
[15:42] fn002 | Hmm .
[15:42] me013 | You can throw something in .
"[15:44] me013 | You can do pretty well . But I remember , in fact , when you were working on that , and you worked on for few months , as I recall , and you got to , say ninety - three percent , and"
[15:52] me018 | Mm - hmm .
[15:55] me018 | Another year .
[15:59] me013 | And
"[16:01] me013 | th th the other tricky thing is , since we are ,"
"[16:04] me013 | uh ,"
"[16:05] me013 | even though we 're not we don't have a strict prohibition on memory size , and and computational complexity ,"
"[16:15] me013 | if we say we have to have a pitch detector , say , if we if we 're trying to"
"[16:20] me013 | incorporate pitch information , or at least some kind of"
"[16:22] me013 | harmonic harmonicity , or something ,"
"[16:25] me013 | this is another whole thing ,"
[16:27] me013 | take a while to develop .
"[16:28] me013 | Anyway , it 's a very very interesting topic ."
"[16:32] me013 | a lot of people would say , and I think Dan would also , uh , that one of the things wrong with current speech recognition is that we we really do throw away"
[16:40] me013 | all the harmonicity information .
"[16:41] me013 | Uh , we try to get spectral envelopes ."
[16:43] me013 | Reason for doing that is that most of the information about the phonetic identity is in the spectral envelopes are not in the harmonic detail .
[16:49] me013 | But the harmonic detail does tell you something .
[16:52] me013 | Like the fact that there is harmonic detail is is real important .
[16:57] me013 | Um .
"[16:58] me013 | So , uh ."
"[17:03] me013 | the other suggestion that just came up was , well what about having him work on the , uh , multilingual super f superset kind of thing ."
"[17:14] me013 | Uh , coming up with that and then , you know , training it training a net on that , say , um , from from , uh from TIMIT or something ."
[17:26] me013 | wh what would this task consist of ?
"[17:31] mn007 | Yeah , it would consist in , uh , well , um , creating the the superset , and , uh , modifying the lab labels for matching the superset ."
[17:45] mn007 | Uh .
"[17:47] me013 | Uh , creating a superset from looking at the multiple languages , and then creating i m changing labels on TIMIT ?"
"[17:48] mn007 | Well , creating the mappings , actually . Yeah ."
[17:54] me013 | Or on or on multiple language multiple languages ?
[17:55] fn002 | No .
[17:56] fn002 | The multiple language . Maybe for the other language because TIMIT have more phone .
[18:04] me013 | Uh .
[18:04] me018 | So you 'd have to create a mapping from each language to the superset .
[18:06] fn002 | Yeah . Mm - hmm .
"[18:07] mn007 | From each language to the superset , yeah . Mmm ."
[18:08] fn002 | Yeah .
"[18:11] me006 | Carmen was talking about this SAMPA thing , and it 's , um ,"
"[18:22] me006 | a machine readable IPA , um , sort of thing , right ?"
[18:27] me013 | Yeah .
"[18:49] fn002 | Yeah , the tr the transcription , though , for Albayzin is n the transcription are of SAMPA the same , uh , how you say , symbol that SAMPA appear ."
[18:50] me034 | SAMPA ?
"[18:53] me034 | What does "" SAMPA "" mean ?"
[18:58] me013 | Mm - hmm .
[19:00] me013 | Hmm .
[19:02] fn002 | But I don't know if TIMIT o how is TIMIT .
[19:07] me013 | Go ahead .
"[19:12] me006 | No , it 's it 's saying y"
"[19:13] me018 | It uses special diacritics and stuff , which you can't do with ASCII characters ."
[19:15] fn002 | Yeah .
[19:16] me006 | can't print on ASCII .
[19:18] me018 | So the SAMPA 's just mapping those .
[19:20] me034 | Got it .
"[19:22] me013 | What , uh Has OGI done anything about this issue ?"
[19:27] me013 | Do they have any kind of superset that they already have ?
"[19:31] mn007 | I don't think so . Well ,"
"[19:33] mn007 | they they they 're going actually the the other way , defining uh , phoneme clusters , apparently . Well ."
[19:40] me013 | Aha .
[19:42] me013 | That 's right .
"[19:44] me013 | Uh , and that 's an interesting way to go too ."
"[19:46] me018 | So they just throw the speech from all different languages together , then cluster it into sixty or fifty or whatever clusters ?"
"[19:53] mn007 | I think they 've not done it , uh , doing , uh , multiple language yet , but"
"[19:58] mn007 | what they did is to training , uh , English nets with all the phonemes , and then training it in English nets with , uh , kind of seventeen , I think it was seventeen , uh , broad classes ."
[20:09] me018 | Automatically derived Mm - hmm .
[20:12] mn007 | Yeah .
"[20:12] me018 | Automatically derived broad classes , or ? Uh - huh ."
"[20:13] mn007 | Yeah , I think so ."
"[20:15] mn007 | Uh , and , yeah ."
"[20:17] mn007 | And the result was that apparently , when testing on cross - language it was better . I think so ."
"[20:30] me013 | So that does make an interesting question , though . Is there 's some way that we should tie into that with this . Um ."
"[20:40] me013 | Right ? I mean , if if in fact that is a better thing to do , should we leverage that , rather than doing , um , our own ."
[20:51] me013 | Right ?
[20:55] me013 | i we have the the trainings with our own categories .
"[20:59] me013 | And now we 're saying , "" Well , how do we handle cross - language ? """
[21:08] me013 | and do we think there 's something wrong with that ?
[21:12] me013 | OK . What w
"[21:13] mn007 | Well , for the moment we are testing on digits , and e i perhaps u using broad phoneme classes , it 's it 's OK for um , uh classifying the digits , but"
"[21:24] mn007 | as soon as you will have more words ,"
"[21:31] mn007 | which could be the same , uh , class . Well ."
[21:34] me013 | I see .
[21:35] mn007 | So .
[21:49] me013 | Yeah .
[21:52] mn007 | So .
[21:53] me013 | Yeah .
[21:54] me018 | So you 're saying that there may not be enough information coming out of the net to help you discriminate the words ?
[21:54] mn007 | Well .
"[21:56] mn007 | Yeah , yeah . Mmm ."
"[22:00] me034 | Fact , most confusions are within the phone phone classes , right ?"
[22:04] me013 | Yeah .
[22:07] me018 | Hmm .
[22:08] me013 | Yeah . Yeah .
"[22:09] mn007 | Yeah , this is another p yeah , another point ."
[22:11] me013 | Yeah .
"[22:12] me006 | So so , maybe we could look at articulatory type stuff , right ?"
"[22:16] me013 | But that 's what I thought they were gonna Did they not do that , or ?"
"[22:21] mn007 | I don't think so . Well ,"
"[22:23] mn007 | they were talking about , perhaps , but they d I d w Yeah ."
[22:29] me006 | Mm - hmm .
[22:30] me006 | Superclass .
"[22:36] me013 | So suppose y you don't really mark arti To really mark articulatory features , you really wanna look at the acoustics and and see where everything is , and we 're not gonna do that ."
"[22:43] me013 | So , uh , the second class way of doing it is to look at the , uh , phones that are labeled and translate them into acoustic uh , uh articulatory , uh , uh , features ."
[23:01] me018 | Articulatory features .
[23:02] me013 | Right .
[23:02] me018 | But that implies that you can have more than one on at a time ?
[23:05] me013 | That 's right .
[23:05] me018 | Ah . OK .
[23:06] me013 | You either do that or you have multiple nets .
[23:07] me018 | I see .
[23:09] me013 | Um .
"[23:10] me013 | And , um"
[23:15] me013 | this if the qu versions of the Quicknet that we 're using allows for that .
[23:18] me013 | Do you know ?
[23:20] me013 | Multiple targets being one ?
"[23:22] me006 | Oh , um , we have gotten soft targets to to work ."
"[23:26] me013 | OK . So that that 'll work , yeah ."
[23:28] me006 | Yeah .
[23:29] me013 | OK .
[23:33] me034 | Um .
"[23:38] me013 | just translate to articulatory features , some set of articulatory features and train with that ."
"[23:43] me013 | Now the fact even though it 's a smaller number , it 's still fine because you have the the , uh , combinations ."
"[23:51] me013 | So , in fact , it has every , you know it had has has every distinction in it that you would have the other way ."
[23:55] mn007 | Yeah .
[23:58] me018 | We could do an interesting cheating experiment with that too .
"[24:02] me018 | I don't know , if you had"
[24:04] me018 | uh
"[24:07] me018 | the phone labels , you could replace them by their articulatory features and then feed in"
[24:11] me018 | a vector with
[24:13] me018 | those
"[24:14] me018 | uh , things turned on based on what"
[24:16] me018 | they 're supposed to be for each phone to see if it if you get a big win . Do you know what I 'm saying ?
[24:23] me013 | No .
"[24:24] me018 | So , um , I mean , if your net is gonna be outputting ,"
"[24:28] me018 | uh , a vector of basically of well , it 's gonna have probabilities , but let 's say that they were ones and zeros ,"
"[24:35] me018 | then y and you know for each ,"
"[24:37] me018 | um , I don't know if you know this for your testing data , but if you know for your test data ,"
"[24:47] me018 | instead of going through the net , just create the vector for each phone and feed that in"
[24:54] me018 | to see
"[24:57] me018 | if that data helps . Eh , eh , what made me think about this is , I was talking with Hynek and he said that there was a guy at A T - andT who spent"
[25:03] me018 | eighteen months working on a single feature .
"[25:08] me013 | This was the guy that we were just talking a that we saw on campus . So , this was Larry Saul who did this did this . He used sonorants ."
"[25:13] me018 | Oh , OK ."
"[25:15] me018 | Right , OK , right ."
[25:16] me013 | Was what he was doing .
[25:17] me013 | Yeah .
[25:19] me013 | He he di he didn't mention that part . But .
"[25:21] me018 | Well , Hynek said that that , I guess before they had him work on this , they had done some experiment where if they could get that one feature right ,"
[25:25] me013 | I see .
[25:28] me018 | it dramatically improved
"[25:33] me018 | it 'd be an interesting experiment just to see , you know , if you did get all of those right ."
[25:42] me018 | Right .
[25:46] me018 | Yeah .
"[25:46] me013 | Although , yeah , it would be make an interesting cheating experiment because we are using it in this funny way , where we 're converting it into features ."
[25:50] me018 | Yeah .
[25:52] me018 | And then you also don't know what error they 've got on the HTK side .
[25:56] me018 | You know ?
[25:57] me013 | Yeah .
"[25:57] me018 | It sort of gives you your the best you could hope for , kind of ."
[26:01] me006 | Mmm .
"[26:03] me006 | Mmm , I see ."
"[26:05] me034 | The soft training of the nets still requires the vector to sum to one , though , right ?"
[26:08] me006 | To sum up to one .
"[26:09] me034 | So you can't really feed it , like , two articulatory features that are on at the same time"
[26:14] me034 | with ones
"[26:16] me034 | cuz it 'll kind of normalize them down to one half or something like that , for instance ."
"[26:19] mn007 | But perhaps you have the choice of the final nonl uh , nonlinearity , yeah ."
[26:20] me006 | Right .
[26:23] me006 | Nonlinearity ?
"[26:24] me006 | Um , it 's sig No , it 's actually sigmoid - X"
[26:28] mn007 | Yeah .
[26:31] mn007 | So if you choose sigmoid it 's o it 's OK ?
"[26:34] me013 | Did we just run out of disk , or ?"
[26:36] me034 | Why don't you just choose linear ?
[26:38] me006 | What 's that ?
[26:38] me034 | Right ? Linear outputs ?
[26:40] me006 | Linear outputs ?
[26:41] me034 | Isn't that what you 'll want ?
[26:41] me006 | Um .
[26:43] me034 | If you 're gonna do a KL Transform on it .
"[26:46] me006 | Right , right ."
"[26:48] me006 | Right , but during the training ,"
[26:50] me006 | we would train on sigmoid - X and then
"[26:51] me034 | Oh , you Yeah ?"
[26:53] me006 | at the end just chop off the
[26:56] me034 | Hmm .
[26:56] me006 | final nonlinearity .
"[26:59] me013 | So , we 're we 're we 're off the air , or ?"
[27:02] me013 | About to be off the air .
